RACEID,DRIVERID,CONSTRUCTORID,GRID,POSITIONORDER,POINTS,LAPS,FASTESTLAPSPEED,FASTESTLAPTIME,STATUSID,STATUS
772,455,87,17,14,0.0,9,,,22,Suspension
772,501,66,8,15,0.0,9,,,23,Brakes
772,600,87,23,16,0.0,4,,,48,Fuel pump
772,289,32,22,17,0.0,4,,,108,Oil pipe
772,554,66,9,18,0.0,4,,,22,Suspension
772,430,95,15,19,0.0,3,,,5,Engine
772,478,105,20,20,0.0,3,,,5,Engine
772,475,118,3,21,1.0,3,,,121,Magneto
772,601,87,18,22,0.0,2,,,5,Engine
772,484,87,25,23,0.0,1,,,48,Fuel pump
772,356,87,19,24,0.0,1,,,4,Collision
772,347,105,21,25,0.0,1,,,3,Accident
772,526,105,0,26,0.0,0,,,5,Engine
773,475,118,1,1,8.0,50,,,1,Finished
773,578,6,2,2,7.0,50,,,1,Finished
773,590,118,3,3,4.0,49,,,11,+1 Lap
773,554,66,4,4,3.0,49,,,11,+1 Lap
773,476,6,6,5,2.0,49,,,11,+1 Lap
773,501,66,7,6,0.0,49,,,11,+1 Lap
773,356,87,8,7,0.0,48,,,12,+2 Laps
773,427,87,9,8,0.0,48,,,12,+2 Laps
773,456,87,11,9,0.0,46,,,14,+4 Laps
773,566,105,10,10,0.0,47,,,23,Brakes
773,479,118,5,11,0.0,37,,,20,Spun off
773,289,32,12,12,0.0,25,,,20,Spun off
773,477,105,13,13,0.0,15,,,5,Engine
773,347,105,14,14,0.0,9,,,68,Physical
773,551,105,15,15,0.0,6,,,5,Engine
774,479,118,2,1,8.0,70,,,1,Finished
774,578,6,3,2,6.0,70,,,1,Finished
774,403,6,7,3,5.0,70,,,1,Finished
774,566,105,11,4,0.0,69,,,11,+1 Lap
774,418,105,11,4,0.0,69,,,11,+1 Lap
774,456,87,14,5,2.0,62,,,18,+8 Laps
774,289,32,12,6,0.0,62,,,18,+8 Laps
774,477,32,16,7,0.0,61,,,19,+9 Laps
774,551,105,21,8,0.0,57,,,5,Engine
774,543,105,20,9,0.0,51,,,5,Engine
774,554,66,8,10,0.0,42,,,8,Clutch
774,478,105,18,11,0.0,32,,,5,Engine
774,590,118,4,12,0.0,30,,,25,Overheating
774,427,87,13,13,0.0,24,,,6,Gearbox
774,475,118,1,14,0.0,17,,,6,Gearbox
774,347,66,10,15,0.0,14,,,7,Transmission
774,482,6,5,16,0.0,4,,,22,Suspension
774,583,105,19,17,0.0,2,,,3,Accident
774,566,105,17,18,0.0,1,,,64,Handling
774,476,6,6,19,0.0,0,,,3,Accident
774,501,66,9,20,0.0,0,,,3,Accident
774,356,87,15,21,0.0,0,,,22,Suspension
775,475,118,2,1,9.0,53,,,1,Finished
775,578,6,1,2,6.0,53,,,1,Finished
775,403,6,5,3,4.0,53,,,1,Finished
775,347,66,8,4,3.0,53,,,1,Finished
775,501,66,10,5,2.0,53,,,1,Finished
775,418,105,13,6,0.0,52,,,11,+1 Lap
775,456,87,14,7,0.0,51,,,12,+2 Laps
775,486,87,11,8,0.0,50,,,13,+3 Laps
775,478,105,18,9,0.0,50,,,13,+3 Laps
775,477,32,16,10,0.0,49,,,14,+4 Laps
775,356,87,19,11,0.0,49,,,14,+4 Laps
775,583,105,17,12,0.0,48,,,15,+5 Laps
775,360,87,21,13,0.0,48,,,15,+5 Laps
775,602,87,23,14,0.0,48,,,15,+5 Laps
775,603,87,25,15,0.0,48,,,15,+5 Laps
775,289,32,12,16,0.0,45,,,17,+7 Laps
775,590,118,3,17,0.0,41,,,3,Accident
775,604,87,24,18,0.0,31,,,3,Accident
775,605,87,22,19,0.0,30,,,3,Accident
775,479,118,7,20,0.0,29,,,5,Engine
775,482,6,6,21,0.0,29,,,3,Accident
775,554,66,4,22,0.0,26,,,5,Engine
775,455,87,20,23,0.0,15,,,3,Accident
775,541,66,15,24,0.0,15,,,5,Engine
775,427,87,9,25,0.0,9,,,5,Engine
776,579,105,2,1,8.0,100,,,1,Finished
776,554,105,3,2,6.0,100,,,1,Finished
776,496,105,8,3,4.0,99,,,11,+1 Lap
776,501,105,9,4,3.0,98,,,12,+2 Laps
776,498,6,10,5,1.0,98,,,12,+2 Laps
776,606,6,10,5,1.0,98,,,12,+2 Laps
776,581,6,11,6,0.0,98,,,12,+2 Laps
776,607,6,11,6,0.0,98,,,12,+2 Laps
776,476,6,11,6,0.0,98,,,12,+2 Laps
776,347,105,13,7,0.0,95,,,15,+5 Laps
776,475,105,1,8,1.0,93,,,17,+7 Laps
776,573,6,12,9,0.0,91,,,19,+9 Laps
776,586,105,14,10,0.0,90,,,88,+10 Laps
776,608,6,4,11,0.0,75,,,36,Wheel
776,578,6,7,12,0.0,35,,,8,Clutch
776,577,6,6,13,0.0,31,,,8,Clutch
776,581,6,5,14,0.0,26,,,8,Clutch
777,579,105,1,1,9.0,105,,,1,Finished
777,479,118,4,2,6.0,105,,,1,Finished
777,418,105,10,3,4.0,103,,,12,+2 Laps
777,590,125,13,4,3.0,102,,,13,+3 Laps
777,427,6,6,5,2.0,100,,,15,+5 Laps
777,356,87,15,6,0.0,100,,,15,+5 Laps
777,578,6,9,7,0.0,95,,,5,Engine
777,476,6,9,7,0.0,95,,,5,Engine
777,483,105,14,8,0.0,64,,,44,Oil leak
777,501,105,14,8,0.0,64,,,44,Oil leak
777,541,66,11,9,0.0,60,,,5,Engine
777,496,105,7,10,0.0,51,,,20,Spun off
777,549,125,16,11,0.0,47,,,95,Fuel leak
777,501,105,8,12,0.0,23,,,22,Suspension
777,547,105,12,13,0.0,10,,,3,Accident
777,581,6,2,14,0.0,4,,,3,Accident
777,475,118,3,15,0.0,4,,,3,Accident
777,578,6,5,16,0.0,4,,,3,Accident
777,456,66,0,17,0.0,0,,,81,Did not qualify
777,478,105,0,18,0.0,0,,,81,Did not qualify
777,609,105,0,19,0.0,0,,,81,Did not qualify
777,586,105,0,20,0.0,0,,,81,Did not qualify
777,610,87,0,21,0.0,0,,,81,Did not qualify
778,611,108,13,1,8.0,200,,,1,Finished
778,509,108,32,2,7.0,200,,,1,Finished
778,525,114,15,3,4.0,200,,,1,Finished
778,555,113,10,4,3.0,200,,,1,Finished
778,612,113,12,5,2.0,200,,,1,Finished
778,533,113,5,6,0.0,200,,,1,Finished
778,613,113,28,7,0.0,200,,,1,Finished
778,597,113,1,8,0.0,200,,,1,Finished
778,514,109,16,9,0.0,200,,,1,Finished
778,520,110,14,10,0.0,200,,,1,Finished
778,562,113,19,11,0.0,200,,,1,Finished
778,512,114,11,12,0.0,199,,,11,+1 Lap
778,516,113,33,13,0.0,197,,,13,+3 Laps
778,563,114,25,14,0.0,196,,,14,+4 Laps
778,529,113,22,15,0.0,195,,,15,+5 Laps
778,593,113,17,16,0.0,195,,,15,+5 Laps
778,528,113,21,17,0.0,192,,,18,+8 Laps
778,592,113,6,18,0.0,182,,,37,Throttle
778,614,113,27,19,0.0,170,,,20,Spun off
778,594,113,31,20,0.0,138,,,8,Clutch
778,538,120,30,21,0.0,111,,,3,Accident
778,615,113,4,22,0.0,107,,,95,Fuel leak
778,527,114,2,23,0.0,105,,,95,Fuel leak
778,565,113,18,24,0.0,101,,,3,Accident
778,513,113,20,25,0.0,93,,,67,Wheel bearing
778,560,113,23,26,0.0,81,,,95,Fuel leak
778,558,113,8,27,0.0,75,,,3,Accident
778,556,113,29,28,0.0,53,,,3,Accident
778,596,113,7,29,0.0,51,,,31,Retired
778,449,110,24,30,0.0,27,,,101,Turbo
778,526,107,3,31,0.0,13,,,5,Engine
778,532,113,26,32,0.0,0,,,3,Accident
778,616,113,9,33,0.0,0,,,3,Accident
779,579,105,1,1,8.0,77,,,1,Finished
779,577,6,3,2,7.0,77,,,1,Finished
779,581,6,5,3,4.0,77,,,1,Finished
779,578,6,7,4,3.0,76,,,11,+1 Lap
779,501,105,4,5,2.0,70,,,17,+7 Laps
779,554,105,2,6,0.0,69,,,18,+8 Laps
779,356,87,15,7,0.0,68,,,19,+9 Laps
779,617,87,15,7,0.0,68,,,19,+9 Laps
779,496,105,9,8,0.0,30,,,5,Engine
779,590,118,10,9,0.0,30,,,38,Steering
779,456,118,6,10,0.0,25,,,5,Engine
779,618,66,12,11,0.0,24,,,7,Transmission
779,427,6,8,12,0.0,23,,,10,Electrical
779,356,87,13,13,0.0,4,,,3,Accident
779,547,105,14,14,0.0,4,,,86,Halfshaft
779,541,66,11,15,0.0,2,,,3,Accident
780,479,118,3,1,4.0,90,,,1,Finished
780,475,118,3,1,5.0,90,,,1,Finished
780,577,6,10,2,6.0,90,,,1,Finished
780,578,6,5,3,4.0,90,,,1,Finished
780,581,6,9,4,0.0,88,,,12,+2 Laps
780,427,6,9,4,3.0,88,,,12,+2 Laps
780,456,87,15,5,2.0,85,,,15,+5 Laps
780,619,87,18,6,0.0,82,,,18,+8 Laps
780,590,118,6,7,0.0,82,,,18,+8 Laps
780,549,105,19,8,0.0,71,,,124,+19 Laps
780,356,87,13,9,0.0,74,,,8,Clutch
780,554,105,2,10,0.0,69,,,8,Clutch
780,581,6,8,11,0.0,53,,,47,Water leak
780,479,118,1,12,0.0,51,,,5,Engine
780,475,118,1,12,0.0,51,,,5,Engine
780,579,105,4,13,0.0,49,,,5,Engine
780,486,66,16,14,0.0,46,,,5,Engine
780,610,66,12,15,0.0,44,,,5,Engine
780,501,105,7,16,0.0,39,,,103,Water pump
780,496,105,11,17,0.0,35,,,7,Transmission
780,347,105,17,18,0.0,18,,,6,Gearbox
780,547,105,14,19,0.0,0,,,3,Accident
781,579,105,1,1,9.0,22,,,1,Finished
781,578,6,2,2,6.0,22,,,1,Finished
781,581,6,4,3,4.0,22,,,1,Finished
781,577,6,8,4,3.0,22,,,1,Finished
781,475,118,7,5,2.0,22,,,1,Finished
781,554,105,3,6,0.0,22,,,1,Finished
781,501,105,6,7,0.0,22,,,1,Finished
781,418,105,10,8,0.0,21,,,11,+1 Lap
781,479,118,5,9,0.0,21,,,11,+1 Lap
781,483,105,13,10,0.0,21,,,11,+1 Lap
781,506,105,16,11,0.0,21,,,11,+1 Lap
781,431,95,12,12,0.0,21,,,11,+1 Lap
781,484,87,17,13,0.0,20,,,12,+2 Laps
781,430,95,20,14,0.0,20,,,12,+2 Laps
781,459,87,22,15,0.0,17,,,15,+5 Laps
781,478,105,11,16,0.0,14,,,83,Chassis
781,620,95,15,17,0.0,13,,,5,Engine
781,456,87,14,18,0.0,11,,,22,Suspension
781,580,105,21,19,0.0,11,,,38,Steering
781,590,118,9,20,0.0,10,,,6,Gearbox
781,356,87,18,21,0.0,6,,,7,Transmission
781,621,87,23,22,0.0,4,,,99,Distributor
781,601,87,24,23,0.0,3,,,38,Steering
781,547,105,19,24,0.0,2,,,109,Axle
782,475,118,2,1,9.0,18,,,1,Finished
782,579,105,1,2,6.0,18,,,1,Finished
782,501,105,5,3,4.0,18,,,1,Finished
782,418,105,7,4,3.0,18,,,1,Finished
782,590,118,8,5,2.0,17,,,11,+1 Lap
782,483,105,10,6,0.0,17,,,11,+1 Lap
782,356,87,16,7,0.0,15,,,13,+3 Laps
782,577,6,3,8,0.0,9,,,44,Oil leak
782,580,105,12,9,0.0,9,,,5,Engine
782,506,105,14,10,0.0,9,,,7,Transmission
782,347,105,9,11,0.0,7,,,25,Overheating
782,554,105,4,12,0.0,3,,,44,Oil leak
782,456,87,15,13,0.0,3,,,3,Accident
782,479,118,6,14,0.0,1,,,5,Engine
782,547,105,11,15,0.0,0,,,3,Accident
782,586,105,13,16,0.0,0,,,5,Engine
783,475,118,2,1,8.0,87,,,1,Finished
783,579,105,4,2,6.0,87,,,1,Finished
783,476,6,8,3,4.0,85,,,12,+2 Laps
783,418,105,11,4,3.0,84,,,13,+3 Laps
783,483,105,12,5,1.0,84,,,13,+3 Laps
783,501,105,12,5,1.0,84,,,13,+3 Laps
783,578,6,10,6,0.0,83,,,14,+4 Laps
783,479,118,3,7,1.0,82,,,15,+5 Laps
783,577,6,9,8,0.0,82,,,15,+5 Laps
783,580,105,15,9,0.0,81,,,16,+6 Laps
783,547,105,18,10,0.0,78,,,19,+9 Laps
783,609,105,16,11,0.0,72,,,112,+15 Laps
783,638,105,16,11,0.0,72,,,112,+15 Laps
783,581,6,7,12,0.0,62,,,5,Engine
783,590,118,1,13,0.0,49,,,5,Engine
783,554,105,5,14,0.0,49,,,25,Overheating
783,506,105,14,15,0.0,47,,,5,Engine
783,501,105,6,16,0.0,34,,,44,Oil leak
783,347,105,13,17,0.0,31,,,25,Overheating
783,586,105,17,18,0.0,3,,,5,Engine
784,577,6,3,1,4.0,98,,,1,Finished
784,579,6,3,1,5.0,98,,,1,Finished
784,554,105,4,2,6.0,98,,,1,Finished
784,578,105,8,3,4.0,96,,,12,+2 Laps
784,583,105,11,4,1.5,92,,,16,+6 Laps
784,622,105,11,4,1.5,92,,,16,+6 Laps
784,482,6,10,5,2.0,91,,,17,+7 Laps
784,806,105,13,6,0.0,88,,,88,+10 Laps
784,623,105,13,6,0.0,88,,,88,+10 Laps
784,475,105,7,7,0.0,81,,,5,Engine
784,581,6,9,8,0.0,58,,,3,Accident
784,586,105,12,9,0.0,57,,,3,Accident
784,496,105,6,10,0.0,42,,,86,Halfshaft
784,608,6,2,11,0.0,40,,,6,Gearbox
784,498,105,5,12,0.0,24,,,5,Engine
784,579,6,1,13,0.0,22,,,48,Fuel pump
785,475,105,2,1,8.0,100,,,1,Finished
785,581,6,9,2,3.0,100,,,1,Finished
785,579,6,9,2,4.0,100,,,1,Finished
785,554,105,4,3,4.0,99,,,11,+1 Lap
785,608,6,1,4,1.5,99,,,11,+1 Lap
785,579,6,1,4,1.5,99,,,11,+1 Lap
785,624,128,14,5,2.0,93,,,17,+7 Laps
785,429,128,11,6,0.0,88,,,55,+12 Laps
785,625,128,11,6,0.0,88,,,55,+12 Laps
785,607,105,7,7,0.0,86,,,111,+14 Laps
785,547,105,16,8,0.0,85,,,112,+15 Laps
785,626,128,12,9,0.0,90,,,3,Accident
785,627,105,15,10,0.0,72,,,5,Engine
785,608,6,3,11,0.0,14,,,8,Clutch
785,427,118,6,12,0.0,13,,,25,Overheating
785,501,118,5,13,0.0,2,,,3,Accident
785,577,6,8,14,0.0,2,,,3,Accident
785,483,6,0,15,0.0,0,,,81,Did not qualify
785,578,66,0,16,0.0,0,,,5,Engine
785,479,66,0,17,0.0,0,,,5,Engine
785,589,105,0,18,0.0,0,,,5,Engine
786,559,107,1,1,8.0,200,,,1,Finished
786,611,113,13,2,6.0,200,,,1,Finished
786,528,109,26,3,4.0,200,,,1,Finished
786,593,113,6,4,3.0,200,,,1,Finished
786,537,113,4,5,2.0,200,,,1,Finished
786,628,114,10,6,0.0,200,,,1,Finished
786,514,113,23,7,0.0,200,,,1,Finished
786,449,113,15,8,0.0,200,,,1,Finished
786,592,110,21,9,0.0,200,,,1,Finished
786,629,129,30,10,0.0,199,,,11,+1 Lap
786,520,114,22,11,0.0,196,,,14,+4 Laps
786,615,113,7,12,0.0,196,,,14,+4 Laps
786,516,113,25,13,0.0,196,,,14,+4 Laps
786,558,113,28,14,0.0,195,,,15,+5 Laps
786,513,114,32,15,0.0,195,,,15,+5 Laps
786,595,114,29,16,0.0,194,,,16,+6 Laps
786,630,113,33,17,0.0,191,,,19,+9 Laps
786,597,113,3,18,0.0,187,,,53,+13 Laps
786,525,114,19,19,0.0,185,,,112,+15 Laps
786,509,113,2,20,0.0,175,,,5,Engine
786,594,113,31,21,0.0,173,,,5,Engine
786,529,113,5,22,0.0,160,,,3,Accident
786,532,113,14,23,0.0,160,,,23,Brakes
786,596,113,14,23,0.0,160,,,23,Brakes
786,556,113,16,24,0.0,134,,,3,Accident
786,562,113,24,25,0.0,131,,,5,Engine
786,631,113,20,26,0.0,94,,,7,Transmission
786,612,113,9,27,0.0,90,,,44,Oil leak
786,538,113,27,28,0.0,74,,,3,Accident
786,561,113,17,29,0.0,49,,,3,Accident
786,533,113,12,30,0.0,35,,,44,Oil leak
786,526,113,11,31,0.0,22,,,20,Spun off
786,512,114,18,32,0.0,22,,,20,Spun off
786,555,113,8,33,1.0,21,,,3,Accident
787,581,6,3,1,8.0,36,,,1,Finished
787,632,6,8,2,6.0,36,,,1,Finished
787,475,105,9,3,3.0,36,,,1,Finished
787,607,105,9,3,2.0,36,,,1,Finished
787,501,118,6,4,3.0,35,,,11,+1 Lap
787,633,105,11,5,2.0,34,,,12,+2 Laps
787,429,6,16,6,0.0,33,,,13,+3 Laps
787,554,105,4,7,0.0,33,,,13,+3 Laps
787,627,105,10,8,0.0,33,,,13,+3 Laps
787,579,6,1,9,0.0,23,,,7,Transmission
787,427,118,7,10,0.0,11,,,69,Fuel system
787,475,105,2,11,0.0,10,,,36,Wheel
787,608,6,5,12,0.0,10,,,7,Transmission
787,634,125,12,13,0.0,10,,,5,Engine
787,547,105,15,14,0.0,2,,,6,Gearbox
787,580,105,13,15,0.0,0,,,3,Accident
788,581,6,3,1,8.0,61,,,1,Finished
788,608,6,2,2,6.0,61,,,1,Finished
788,554,105,7,3,4.0,61,,,1,Finished
788,579,6,1,4,4.0,61,,,1,Finished
788,607,105,13,5,1.0,59,,,12,+2 Laps
788,475,105,13,5,1.0,59,,,12,+2 Laps
788,627,105,12,6,0.0,58,,,13,+3 Laps
788,580,105,17,7,0.0,57,,,14,+4 Laps
788,624,128,14,8,0.0,57,,,14,+4 Laps
788,626,128,15,9,0.0,56,,,15,+5 Laps
788,501,118,6,10,0.0,56,,,15,+5 Laps
788,578,118,6,10,0.0,56,,,15,+5 Laps
788,429,128,19,11,0.0,55,,,16,+6 Laps
788,609,105,20,12,0.0,41,,,5,Engine
788,624,105,16,13,0.0,40,,,5,Engine
788,482,6,11,14,0.0,38,,,8,Clutch
788,633,105,10,15,0.0,23,,,23,Brakes
788,606,6,9,16,0.0,20,,,6,Gearbox
788,427,130,18,17,0.0,18,,,37,Throttle
788,475,105,8,18,0.0,12,,,6,Gearbox
788,501,118,4,19,0.0,5,,,5,Engine
788,635,118,5,20,0.0,0,,,3,Accident
789,579,6,2,1,8.0,101,,,1,Finished
789,581,6,12,2,3.0,100,,,11,+1 Lap
789,606,6,12,2,3.0,100,,,11,+1 Lap
789,554,105,13,3,4.0,99,,,12,+2 Laps
789,486,125,21,4,3.0,98,,,13,+3 Laps
789,547,105,14,5,2.0,97,,,14,+4 Laps
789,633,105,19,6,0.0,96,,,15,+5 Laps
789,607,105,15,7,0.0,95,,,16,+6 Laps
789,580,105,25,8,0.0,94,,,17,+7 Laps
789,626,128,18,9,0.0,94,,,17,+7 Laps
789,606,6,8,10,0.0,92,,,19,+9 Laps
789,608,6,8,10,0.0,92,,,19,+9 Laps
789,619,87,22,11,0.0,88,,,53,+13 Laps
789,475,105,1,12,1.0,94,,,109,Axle
789,501,118,5,13,0.0,87,,,69,Fuel system
789,636,125,11,14,0.0,74,,,5,Engine
789,427,118,16,15,0.0,74,,,69,Fuel system
789,624,128,26,16,0.0,71,,,109,Axle
789,581,6,4,17,0.0,64,,,51,Oil pressure
789,456,105,7,18,0.0,59,,,69,Fuel system
789,479,66,9,19,0.0,39,,,3,Accident
789,578,66,3,20,0.0,24,,,7,Transmission
789,627,105,27,21,0.0,23,,,10,Electrical
789,506,105,20,22,0.0,22,,,5,Engine
789,620,105,24,23,0.0,21,,,6,Gearbox
789,637,125,10,24,0.0,16,,,7,Transmission
789,585,99,23,25,0.0,12,,,80,Ignition
789,356,105,28,26,0.0,3,,,5,Engine
789,541,66,17,27,0.0,2,,,5,Engine
789,498,118,6,28,0.0,0,,,7,Transmission
790,579,6,1,1,9.0,22,,,1,Finished
790,475,105,4,2,6.0,22,,,1,Finished
790,554,105,8,3,4.0,22,,,1,Finished
790,580,105,16,4,3.0,20,,,12,+2 Laps
790,627,105,14,5,2.0,19,,,13,+3 Laps
790,506,105,11,6,0.0,20,,,2,Disqualified
790,638,105,19,7,0.0,16,,,16,+6 Laps
790,639,128,21,8,0.0,15,,,5,Engine
790,606,6,10,9,0.0,14,,,3,Accident
790,501,105,12,10,0.0,13,,,25,Overheating
790,633,105,20,11,0.0,13,,,5,Engine
790,577,6,5,12,0.0,11,,,3,Accident
790,581,6,2,13,0.0,8,,,95,Fuel leak
790,608,6,3,14,0.0,5,,,10,Electrical
790,620,105,7,15,0.0,3,,,38,Steering
790,547,105,13,16,0.0,3,,,51,Oil pressure
790,456,105,9,17,0.0,2,,,22,Suspension
790,626,128,15,18,0.0,0,,,22,Suspension
790,483,6,17,19,0.0,0,,,5,Engine
790,607,105,0,20,0.0,0,,,54,Withdrew
790,429,128,0,21,0.0,0,,,54,Withdrew
790,586,105,0,22,0.0,0,,,54,Withdrew
791,475,105,6,1,9.0,50,,,1,Finished
791,581,6,7,2,3.0,50,,,1,Finished
791,579,6,7,2,3.0,50,,,1,Finished
791,541,125,26,3,4.0,49,,,11,+1 Lap
791,580,105,18,4,3.0,49,,,11,+1 Lap
791,486,125,16,5,2.0,47,,,13,+3 Laps
791,586,105,15,6,0.0,47,,,13,+3 Laps
791,640,105,19,7,0.0,46,,,14,+4 Laps
791,608,6,1,8,0.0,46,,,14,+4 Laps
791,579,6,1,8,0.0,46,,,14,+4 Laps
791,609,128,25,9,0.0,45,,,15,+5 Laps
791,583,105,17,10,0.0,42,,,18,+8 Laps
791,456,105,14,11,0.0,41,,,19,+9 Laps
791,577,6,3,12,0.0,47,,,38,Steering
791,620,105,13,13,0.0,42,,,38,Steering
791,554,105,13,13,0.0,42,,,38,Steering
791,501,118,10,14,0.0,32,,,7,Transmission
791,554,105,5,15,0.0,23,,,121,Magneto
791,506,105,22,16,0.0,16,,,5,Engine
791,427,118,11,17,0.0,13,,,7,Transmission
791,641,118,4,18,0.0,12,,,44,Oil leak
791,608,6,2,19,0.0,9,,,27,Tyre
791,347,105,8,20,0.0,7,,,5,Engine
791,633,105,8,20,0.0,7,,,5,Engine
791,626,128,23,21,0.0,7,,,83,Chassis
791,606,6,9,22,0.0,6,,,27,Tyre
791,610,125,20,23,0.0,6,,,22,Suspension
791,624,128,21,24,0.0,3,,,5,Engine
791,476,6,0,25,0.0,0,,,54,Withdrew
792,579,131,3,1,9.0,96,,,1,Finished
792,498,6,1,2,2.0,96,,,1,Finished
792,642,6,1,2,2.0,96,,,1,Finished
792,427,6,1,2,2.0,96,,,1,Finished
792,642,6,5,3,1.3,94,,,12,+2 Laps
792,427,6,5,3,1.3,94,,,12,+2 Laps
792,620,6,5,3,1.3,94,,,12,+2 Laps
792,478,131,10,4,1.0,94,,,12,+2 Laps
792,475,131,10,4,1.0,94,,,12,+2 Laps
792,648,131,10,4,1.0,94,,,12,+2 Laps
792,643,105,16,5,2.0,91,,,15,+5 Laps
792,554,105,7,6,0.0,88,,,18,+8 Laps
792,501,105,7,6,0.0,88,,,18,+8 Laps
792,644,105,18,7,0.0,83,,,53,+13 Laps
792,501,105,18,7,0.0,83,,,53,+13 Laps
792,577,105,18,7,0.0,83,,,53,+13 Laps
792,644,105,19,8,0.0,54,,,5,Engine
792,554,105,19,8,0.0,54,,,5,Engine
792,577,105,19,8,0.0,54,,,5,Engine
792,496,105,20,9,0.0,54,,,32,Fuel pressure
792,501,105,20,9,0.0,54,,,32,Fuel pressure
792,645,105,20,9,0.0,54,,,32,Fuel pressure
792,646,128,17,10,0.0,38,,,7,Transmission
792,427,6,14,11,0.0,36,,,5,Engine
792,633,132,12,12,0.0,35,,,3,Accident
792,608,132,12,12,0.0,35,,,3,Accident
792,475,131,8,13,0.0,29,,,69,Fuel system
792,623,105,21,14,0.0,22,,,60,Out of fuel
792,647,132,2,15,0.0,21,,,3,Accident
792,625,128,15,16,0.0,7,,,7,Transmission
792,554,105,4,17,0.0,2,,,3,Accident
792,648,131,6,18,0.0,2,,,3,Accident
792,633,132,11,19,0.0,2,,,95,Fuel leak
792,649,128,9,20,0.0,1,,,3,Accident
792,496,105,13,21,0.0,1,,,3,Accident
793,427,6,9,1,8.0,100,,,1,Finished
793,608,132,4,2,6.0,100,,,1,Finished
793,607,105,5,3,2.0,99,,,11,+1 Lap
793,554,105,5,3,2.0,99,,,11,+1 Lap
793,642,6,14,4,3.0,99,,,11,+1 Lap
793,633,132,7,5,2.0,99,,,11,+1 Lap
793,589,132,19,6,0.0,95,,,15,+5 Laps
793,650,128,20,7,0.0,91,,,19,+9 Laps
793,632,6,15,8,0.0,86,,,111,+14 Laps
793,641,6,15,8,0.0,86,,,111,+14 Laps
793,475,131,3,9,0.0,81,,,124,+19 Laps
793,607,105,11,10,0.0,86,,,20,Spun off
793,554,105,11,10,0.0,86,,,20,Spun off
793,647,132,2,11,0.0,80,,,3,Accident
793,501,6,18,12,0.0,68,,,5,Engine
793,643,105,6,13,0.0,64,,,7,Transmission
793,625,128,16,14,0.0,63,,,7,Transmission
793,579,131,1,15,1.0,49,,,7,Transmission
793,626,128,13,16,0.0,38,,,6,Gearbox
793,609,131,10,17,0.0,24,,,5,Engine
793,578,118,12,18,0.0,22,,,37,Throttle
793,627,105,17,19,0.0,8,,,95,Fuel leak
793,577,105,8,20,0.0,7,,,7,Transmission
793,651,105,0,21,0.0,0,,,81,Did not qualify
793,652,133,0,22,0.0,0,,,81,Did not qualify
793,478,131,0,23,0.0,0,,,81,Did not qualify
794,628,113,14,1,8.0,200,,,1,Finished
794,555,113,2,2,3.0,200,,,1,Finished
794,529,113,2,2,3.0,200,,,1,Finished
794,653,113,10,3,4.0,200,,,1,Finished
794,512,114,33,4,3.0,200,,,1,Finished
794,519,113,7,5,1.0,200,,,1,Finished
794,654,113,7,5,1.0,200,,,1,Finished
794,612,113,8,6,0.0,200,,,1,Finished
794,538,113,16,7,0.0,200,,,1,Finished
794,597,113,19,8,0.0,200,,,1,Finished
794,556,113,17,9,0.0,200,,,1,Finished
794,559,113,12,10,0.0,200,,,1,Finished
794,518,114,18,11,0.0,197,,,13,+3 Laps
794,563,113,25,12,0.0,196,,,14,+4 Laps
794,513,111,32,13,0.0,196,,,14,+4 Laps
794,509,108,20,14,0.0,191,,,19,+9 Laps
794,528,109,21,15,0.0,178,,,7,Transmission
794,655,113,9,16,0.0,170,,,3,Accident
794,656,113,24,17,0.0,168,,,5,Engine
794,523,111,31,18,0.0,142,,,7,Transmission
794,611,113,6,19,0.0,134,,,7,Transmission
794,631,134,28,20,0.0,120,,,48,Fuel pump
794,593,113,27,21,0.0,119,,,121,Magneto
794,532,135,13,22,0.0,112,,,80,Ignition
794,561,113,23,23,0.0,111,,,5,Engine
794,525,114,11,24,0.0,90,,,48,Fuel pump
794,657,113,5,25,1.0,56,,,3,Accident
794,658,113,3,26,0.0,54,,,121,Magneto
794,558,113,22,27,0.0,54,,,3,Accident
794,449,114,30,28,0.0,53,,,3,Accident
794,533,113,26,29,0.0,53,,,3,Accident
794,596,113,29,30,0.0,53,,,31,Retired
794,659,129,1,31,0.0,40,,,44,Oil leak
794,615,113,4,32,0.0,39,,,20,Spun off
794,592,136,15,33,0.0,10,,,5,Engine
795,579,131,2,1,9.0,36,,,1,Finished
795,475,131,3,2,6.0,36,,,1,Finished
795,642,6,4,3,4.0,36,,,1,Finished
795,632,6,8,4,3.0,36,,,1,Finished
795,554,105,13,5,1.0,35,,,11,+1 Lap
795,643,105,13,5,1.0,35,,,11,+1 Lap
795,427,6,10,6,0.0,35,,,11,+1 Lap
795,577,105,7,7,0.0,34,,,12,+2 Laps
795,607,105,11,8,0.0,33,,,13,+3 Laps
795,627,105,12,9,0.0,33,,,13,+3 Laps
795,648,131,6,10,0.0,21,,,44,Oil leak
795,608,132,1,11,0.0,16,,,6,Gearbox
795,578,118,9,12,0.0,8,,,6,Gearbox
795,554,105,5,13,0.0,3,,,20,Spun off
795,660,105,0,14,0.0,0,,,54,Withdrew
795,641,6,0,15,0.0,0,,,54,Withdrew
